정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
CAB285071507,용정리(산단길목),36.7339641,127.0961284,2024-10-28,71507.0,34010,충청남도 천안시,천안BIS
CAB285071508,광덕리,36.679734,127.0662101,2024-10-28,71508.0,34010,충청남도 천안시,천안BIS
CAB285071511,광덕4리,36.6812786,127.0695479,2024-10-28,71511.0,34010,충청남도 천안시,천안BIS
CAB285071520,풍세면행정복지센터,36.7223053,127.1190967,2024-10-28,71520.0,34010,충청남도 천안시,천안BIS
CAB285071521,이랜드리테일,36.7305213,127.1030677,2024-10-28,71521.0,34010,충청남도 천안시,천안BIS
CAB285071522,용두2리,36.7550052,127.323889,2024-10-28,71522.0,34010,충청남도 천안시,천안BIS
CAB285071523,도원2리(마을입구),36.7807061,127.3177337,2024-10-28,71523.0,34010,충청남도 천안시,천안BIS
CAB285071524,도원2리(마을입구),36.7808772,127.3176661,2024-10-28,71524.0,34010,충청남도 천안시,천안BIS
CAB285071525,도원2리(마을회관),36.7843706,127.3207062,2024-10-28,71525.0,34010,충청남도 천안시,천안BIS
CAB285071526,호반3차센터시티,36.8036992,127.1057888,2024-10-28,71526.0,34010,충청남도 천안시,천안BIS
CAB285071527,호반더퍼스트,36.8081375,127.1045271,2024-10-28,71527.0,34010,충청남도 천안시,천안BIS
CAB285071528,호반더퍼스트,36.8080367,127.1043283,2024-10-28,71528.0,34010,충청남도 천안시,천안BIS
CAB285071529,천안불당고,36.8090584,127.1038858,2024-10-28,71529.0,34010,충청남도 천안시,천안BIS
CAB285071530,천안불당고,36.810013,127.104371,2024-10-28,71530.0,34010,충청남도 천안시,천안BIS
CAB285071531,호반써밋플레이스,36.811043,127.104462,2024-10-28,71531.0,34010,충청남도 천안시,천안BIS
CAB285071532,불당지웰시티5블럭,36.812143,127.105014,2024-10-28,71532.0,34010,충청남도 천안시,천안BIS
CAB285071533,불당지웰더샵,36.813633,127.105266,2024-10-28,71533.0,34010,충청남도 천안시,천안BIS
CAB285071534,불당지웰시티4블럭,36.815244,127.105975,2024-10-28,71534.0,34010,충청남도 천안시,천안BIS
CAB285071535,호반센트로포레,36.8182129,127.1006924,2024-10-28,71535.0,34010,충청남도 천안시,천안BIS
CAB285071536,호반센트로포레,36.8184214,127.1010165,2024-10-28,71536.0,34010,충청남도 천안시,천안BIS
CAB285071537,LH행복주택,36.822947,127.103785,2024-10-28,71537.0,34010,충청남도 천안시,천안BIS
CAB285071538,지웰푸르지오정문,36.8222736,127.105975,2024-10-28,71538.0,34010,충청남도 천안시,천안BIS
CAB285071539,지웰푸르지오후문,36.8212872,127.107533,2024-10-28,71539.0,34010,충청남도 천안시,천안BIS
CAB285071540,파크푸르지오2단지,36.8197451,127.1073671,2024-10-28,71540.0,34010,충청남도 천안시,천안BIS
CAB285071541,LH천년나무7단지,36.8171409,127.1063153,2024-10-28,71541.0,34010,충청남도 천안시,천안BIS
CAB285071542,LH천년나무7단지,36.816962,127.106479,2024-10-28,71542.0,34010,충청남도 천안시,천안BIS
CAB285071543,진주골입구,36.7498257,127.189579,2024-10-28,71543.0,34010,충청남도 천안시,천안BIS
CAB285071544,진주골입구,36.7497669,127.1894897,2024-10-28,71544.0,34010,충청남도 천안시,천안BIS
CAB285071545,천안노인전문요양원,36.79953457,127.17782557,2024-10-28,71545.0,34010,충청남도 천안시,천안BIS
CAB285071546,백석아이파크2차아파트,36.82446579,127.11879014,2024-10-28,71546.0,34010,충청남도 천안시,천안BIS
CAB285071547,백석아이파크2차아파트,36.8244789,127.1185045,2024-10-28,71547.0,34010,충청남도 천안시,천안BIS
CAB285071548,한들문화센터,36.82960135,127.10415601,2024-10-28,71548.0,34010,충청남도 천안시,천안BIS
CAB285071549,봉명1교,36.8068688,127.1419862,2024-10-28,71549.0,34010,충청남도 천안시,천안BIS
CAB285071550,봉명1교,36.80669911,127.14200198,2024-10-28,71550.0,34010,충청남도 천안시,천안BIS
CAB285071551,불당리더힐스,36.82201384,127.10158109,2024-10-28,71551.0,34010,충청남도 천안시,천안BIS
CAB285071552,불당리더힐스,36.82301868,127.10262179,2024-10-28,71552.0,34010,충청남도 천안시,천안BIS
CAB285071553,성정공원,36.828191,127.14139,2024-10-28,71553.0,34010,충청남도 천안시,천안BIS
CAB285071554,성정공원,36.828343,127.141112,2024-10-28,71554.0,34010,충청남도 천안시,천안BIS
CAB285071555,신부동회차지,36.82985469,127.16212123,2024-10-28,71555.0,34010,충청남도 천안시,천안BIS
CAB285071556,쌍용역,36.792897,127.120114,2024-10-28,71556.0,34010,충청남도 천안시,천안BIS
CAB285071557,쌍용역,36.7927864,127.1200236,2024-10-28,71557.0,34010,충청남도 천안시,천안BIS
CAB285071558,현대6차아파트,36.791467,127.124327,2024-10-28,71558.0,34010,충청남도 천안시,천안BIS
CAB285071559,현대6차아파트,36.7911895,127.1241662,2024-10-28,71559.0,34010,충청남도 천안시,천안BIS
CAB285071560,만수사,36.7954485,127.1466709,2024-10-28,71560.0,34010,충청남도 천안시,천안BIS
CAB285071561,만수사,36.79545376,127.1468997,2024-10-28,71561.0,34010,충청남도 천안시,천안BIS
CAB285071562,용곡동동일하이빌하이시티,36.7904362,127.13696479,2024-10-28,71562.0,34010,충청남도 천안시,천안BIS
CAB285071563,용곡동동일하이빌하이시티,36.7905728,127.1371955,2024-10-28,71563.0,34010,충청남도 천안시,천안BIS
CAB285071564,대전지방법원천안지원,36.7851947,127.1550777,2024-10-28,71564.0,34010,충청남도 천안시,천안BIS
CAB285071565,대전지방검찰청천안지청,36.7845432,127.1536393,2024-10-28,71565.0,34010,충청남도 천안시,천안BIS
CAB285071566,파크하임아파트,36.74393515,127.24959343,2024-10-28,71566.0,34010,충청남도 천안시,천안BIS
CAB285071567,파크하임아파트,36.74385562,127.24966317,2024-10-28,71567.0,34010,충청남도 천안시,천안BIS
CAB285071568,사담2리,36.83743713,127.26171433,2024-10-28,71568.0,34010,충청남도 천안시,천안BIS
CAB285071569,보명사,36.85899318,127.20296591,2024-10-28,71569.0,34010,충청남도 천안시,천안BIS
CAB285071570,남창녹색농촌체험마을,36.863492,127.1955371,2024-10-28,71570.0,34010,충청남도 천안시,천안BIS
CAB285071571,남창녹색농촌체험마을,36.86336247,127.19545304,2024-10-28,71571.0,34010,충청남도 천안시,천안BIS
CAB285071572,천안저리보금자리아파트,36.88604609,127.19812184,2024-10-28,71572.0,34010,충청남도 천안시,천안BIS
CAB285071573,천안저리보금자리아파트,36.88605896,127.19801455,2024-10-28,71573.0,34010,충청남도 천안시,천안BIS
CAB285071574,오색당리,36.8916473,127.1989989,2024-10-28,71574.0,34010,충청남도 천안시,천안BIS
CAB285071575,오색당리,36.89161297,127.19882726,2024-10-28,71575.0,34010,충청남도 천안시,천안BIS
CAB285071576,모전1리마을회관,36.90181037,127.19730645,2024-10-28,71576.0,34010,충청남도 천안시,천안BIS
CAB285071577,모전1리마을회관,36.90181681,127.19716161,2024-10-28,71577.0,34010,충청남도 천안시,천안BIS
CAB285071578,모전2리마을회관,36.90621681,127.2016704,2024-10-28,71578.0,34010,충청남도 천안시,천안BIS
CAB285071579,모전2리마을회관,36.90620723,127.20183196,2024-10-28,71579.0,34010,충청남도 천안시,천안BIS
CAB285071580,모전2리,36.9104409,127.202717,2024-10-28,71580.0,34010,충청남도 천안시,천안BIS
CAB285071581,모전2리,36.9104631,127.2025945,2024-10-28,71581.0,34010,충청남도 천안시,천안BIS
CAB285071582,남창저수지,36.86046966,127.20064848,2024-10-28,71582.0,34010,충청남도 천안시,천안BIS
CAB285071583,남창저수지,36.86049971,127.20075309,2024-10-28,71583.0,34010,충청남도 천안시,천안BIS
CAB285071584,송남리,36.87239424,127.19460546,2024-10-28,71584.0,34010,충청남도 천안시,천안BIS
CAB285071585,대흥1리 경로회관,36.730125,127.23721,2024-10-28,71585.0,34010,충청남도 천안시,천안BIS
CAB285071586,비조재,36.72333564,127.26329147,2024-10-28,71586.0,34010,충청남도 천안시,천안BIS
CAB285071587,안궁2길,36.95733372,127.13102102,2024-10-28,71587.0,34010,충청남도 천안시,천안BIS
CAB285071588,안궁2길,36.95736801,127.13087081,2024-10-28,71588.0,34010,충청남도 천안시,천안BIS
CAB285071589,안궁2리마을회관,36.96265965,127.13622719,2024-10-28,71589.0,34010,충청남도 천안시,천안BIS
CAB285071590,수향4리,36.95585911,127.14902937,2024-10-28,71590.0,34010,충청남도 천안시,천안BIS
CAB285071591,안궁1리 경로당,36.95691363,127.14698016,2024-10-28,71591.0,34010,충청남도 천안시,천안BIS
CAB285071592,보성리,36.7274112,127.1188005,2024-10-28,71592.0,34010,충청남도 천안시,천안BIS
CAB285071593,보성리,36.72713868,127.11882233,2024-10-28,71593.0,34010,충청남도 천안시,천안BIS
CAB285071594,풍세산단2로,36.72765032,127.10122168,2024-10-28,71594.0,34010,충청남도 천안시,천안BIS
CAB285071595,풍세산단2로,36.72683771,127.10018098,2024-10-28,71595.0,34010,충청남도 천안시,천안BIS
CAB285071597,동산삼거리,36.7817596,127.3594034,2024-10-28,71597.0,34010,충청남도 천안시,천안BIS
CAB285071598,동산삼거리,36.7815703,127.3593645,2024-10-28,71598.0,34010,충청남도 천안시,천안BIS
CAB285071599,불당아이파크후문,36.8074062,127.1083023,2024-10-28,71599.0,34010,충청남도 천안시,천안BIS
CAB285071600,불당아이파크후문,36.807247,127.108056,2024-10-28,71600.0,34010,충청남도 천안시,천안BIS
CAB285071603,두정아크로텔,36.8317791,127.141721,2024-10-28,71603.0,34010,충청남도 천안시,천안BIS
CAB285071604,두정아크로텔,36.8317017,127.1414691,2024-10-28,71604.0,34010,충청남도 천안시,천안BIS
CAB285071605,신당동,36.8546282,127.1600719,2024-10-28,71605.0,34010,충청남도 천안시,천안BIS
CAB285071606,천안상업고등학교,36.858277,127.1596507,2024-10-28,71606.0,34010,충청남도 천안시,천안BIS
CAB285071607,천안상업고등학교,36.8582732,127.1598751,2024-10-28,71607.0,34010,충청남도 천안시,천안BIS
CAB285071608,신당동코아루아파트,36.8530268,127.1596224,2024-10-28,71608.0,34010,충청남도 천안시,천안BIS
CAB285071609,하나리움,36.7782243,127.131841,2024-10-28,71609.0,34010,충청남도 천안시,천안BIS
CAB285071610,하나리움,36.7780083,127.1319653,2024-10-28,71610.0,34010,충청남도 천안시,천안BIS
CAB285071611,동평1리입구,36.7718184,127.2343921,2024-10-28,71611.0,34010,충청남도 천안시,천안BIS
CAB285071612,북천안자이포레스트,36.8680777,127.1972916,2024-10-28,71612.0,34010,충청남도 천안시,천안BIS
CAB285071613,연곡2리 마을입구,36.9518838,127.1947757,2024-10-28,71613.0,34010,충청남도 천안시,천안BIS
CAB285071615,거봉주유소,36.8778224,127.1871991,2024-10-28,71615.0,34010,충청남도 천안시,천안BIS
CAB285071616,파크하임아파트,36.7629543,127.2653005,2024-10-28,71616.0,34010,충청남도 천안시,천안BIS
CAB285071617,파크하임아파트,36.7629411,127.2654574,2024-10-28,71617.0,34010,충청남도 천안시,천안BIS
CAB285071618,해수부락(종점),36.6684761,127.0259719,2024-10-28,71618.0,34010,충청남도 천안시,천안BIS
CAB285071619,사현2리,36.6335632,127.1237095,2024-10-28,71619.0,34010,충청남도 천안시,천안BIS
CAB285071620,판정교,36.9116156,127.1918053,2024-10-28,71620.0,34010,충청남도 천안시,천안BIS
CAB285071621,판정교,36.9114975,127.19179,2024-10-28,71621.0,34010,충청남도 천안시,천안BIS
CAB285071622,첨단산업단지,36.88383,127.10995,2024-10-28,71622.0,34010,충청남도 천안시,천안BIS
CAB285071623,다나힐요양병원,36.88451,127.10669,2024-10-28,71623.0,34010,충청남도 천안시,천안BIS
CAB285071624,다나힐요양병원,36.88449,127.107505,2024-10-28,71624.0,34010,충청남도 천안시,천안BIS
CAB285071625,천안아산역,36.793545,127.1038693,2024-10-28,71625.0,34010,충청남도 천안시,천안BIS
CAB285071626,시청앞사거리,36.815682,127.108415,2024-10-28,1626.0,34010,충청남도 천안시,천안BIS
CAB285071627,시청앞사거리,36.815939,127.108678,2024-10-28,71627.0,34010,충청남도 천안시,천안BIS
CAB285071628,호반센트로포레,36.8173127,127.1021233,2024-10-28,71628.0,34010,충청남도 천안시,천안BIS
CAB285071629,린스트라우스,36.8170538,127.1015472,2024-10-28,71629.0,34010,충청남도 천안시,천안BIS
CAB285071630,도전마을,36.7475672,127.1752675,2024-10-28,71630.0,34010,충청남도 천안시,천안BIS
CAB285071631,도전마을,36.7478992,127.1747004,2024-10-28,71631.0,34010,충청남도 천안시,천안BIS
CAB285071632,광덕쉼터,36.6748969,127.0528859,2024-10-28,71632.0,34010,충청남도 천안시,천안BIS
CAB285071633,불당풍림아이원아파트,36.8005383,127.1083933,2024-10-28,71633.0,34010,충청남도 천안시,천안BIS
CAB285071634,동면농협주유소,36.7754983,127.3450979,2024-10-28,71634.0,34010,충청남도 천안시,천안BIS
CAB285071635,병천교회,36.7609473,127.3140809,2024-10-28,71635.0,34010,충청남도 천안시,천안BIS
CAB285071636,병천교회,36.7611188,127.3142654,2024-10-28,71636.0,34010,충청남도 천안시,천안BIS
CAB285071637,가송1리,36.7254438,127.1401091,2024-10-28,71637.0,34010,충청남도 천안시,천안BIS
CAB285071638,가송2리마을회관,36.7345949,127.1404752,2024-10-28,71638.0,34010,충청남도 천안시,천안BIS
CAB285071639,청당초등학교입구,36.781636,127.1530338,2024-10-28,71639.0,34010,충청남도 천안시,천안BIS
CAB285071640,송정2길,36.7386201,127.1423046,2024-10-28,71640.0,34010,충청남도 천안시,천안BIS
CAB285071641,송정2길,36.7385654,127.142092,2024-10-28,71641.0,34010,충청남도 천안시,천안BIS
CAB285071642,수향교,36.9560931,127.1519822,2024-10-28,71642.0,34010,충청남도 천안시,천안BIS
CAB285071643,천안세관,36.8232863,127.1441131,2024-10-28,71643.0,34010,충청남도 천안시,천안BIS
CAB285071644,천안세관,36.8233082,127.1439,2024-10-28,71644.0,34010,충청남도 천안시,천안BIS
CAB285071645,성성교차로,36.8436075,127.1208984,2024-10-28,71645.0,34010,충청남도 천안시,천안BIS
CAB285071646,성성교차로,36.8453024,127.1195384,2024-10-28,71646.0,34010,충청남도 천안시,천안BIS
CAB285071647,병천중고등학교,36.7640607,127.3116129,2024-10-28,71647.0,34010,충청남도 천안시,천안BIS
CAB285071648,가좌리,36.7342648,127.3669146,2024-10-28,71648.0,34010,충청남도 천안시,천안BIS
CAB285071649,가좌리,36.734206,127.3666571,2024-10-28,71649.0,34010,충청남도 천안시,천안BIS
CAB285071650,용암마을,36.8009716,127.1208239,2024-10-28,71650.0,34010,충청남도 천안시,천안BIS
CAB285071651,성성초등학교,36.8414202,127.1372683,2024-10-28,71651.0,34010,충청남도 천안시,천안BIS
CAB285071652,성성초등학교,36.84178,127.135806,2024-10-28,71652.0,34010,충청남도 천안시,천안BIS
CAB285071653,성성푸르지오2차아파트,36.8414091,127.1321944,2024-10-28,71653.0,34010,충청남도 천안시,천안BIS
CAB285071654,성성3지구근린공원,36.8416671,127.1310828,2024-10-28,71654.0,34010,충청남도 천안시,천안BIS
CAB285071655,성성자이아파트후문,36.8437959,127.1243206,2024-10-28,71655.0,34010,충청남도 천안시,천안BIS
CAB285071656,신사2리경로회관,36.7488531,127.2408442,2024-10-28,71656.0,34010,충청남도 천안시,천안BIS
CAB285071658,관성리보성농장,36.818553,127.3197665,2024-10-28,71658.0,34010,충청남도 천안시,천안BIS
CAB285071659,관성리보성농장,36.818643,127.3197046,2024-10-28,71659.0,34010,충청남도 천안시,천안BIS
CAB285071660,미죽리,36.7388077,127.1514401,2024-10-28,71660.0,34010,충청남도 천안시,천안BIS
CAB285071661,미죽2리,36.7422863,127.157277,2024-10-28,71661.0,34010,충청남도 천안시,천안BIS
CAB285071662,가송2리,36.7347319,127.1434393,2024-10-28,71662.0,34010,충청남도 천안시,천안BIS
CAB285071663,천안시종합사회복지관,36.781347,127.16339,2024-10-28,71663.0,34010,충청남도 천안시,천안BIS
CAB285071664,버들아지,36.9202074,127.216072,2024-10-28,71664.0,34010,충청남도 천안시,천안BIS
CAB285071665,직산농협산지유통센터,36.8830271,127.144754,2024-10-28,71665.0,34010,충청남도 천안시,천안BIS
CAB285071666,구성동중앙신협,36.796802,127.159535,2024-10-28,71666.0,34010,충청남도 천안시,천안BIS
CAB285071667,천안향교,36.8156797,127.172334,2024-10-28,71667.0,34010,충청남도 천안시,천안BIS
CAB285071669,제5산업단지입구,36.7382309,127.267924,2024-10-28,71669.0,34010,충청남도 천안시,천안BIS
CAB285071670,제5산업단지입구,36.7380015,127.2658301,2024-10-28,71670.0,34010,충청남도 천안시,천안BIS
CAB285071671,의관동종점,36.8222647,127.3260651,2024-10-28,71671.0,34010,충청남도 천안시,천안BIS
CAB285071672,천안교육지원청,36.8004692,127.1115156,2024-10-28,71672.0,34010,충청남도 천안시,천안BIS
CAB285071673,마디손병원,36.8068961,127.1066872,2024-10-28,71673.0,34010,충청남도 천안시,천안BIS
CAB285071674,불당중흥2차프라디움,36.7955275,127.1006813,2024-10-28,71674.0,34010,충청남도 천안시,천안BIS
CAB285071675,신부경남아파트,36.8147815,127.1581179,2024-10-28,71675.0,34010,충청남도 천안시,천안BIS
CAB285071676,우신주택,36.724576,127.1193576,2024-10-28,71676.0,34010,충청남도 천안시,천안BIS
CAB285071678,도예공방,36.9699037,127.2507437,2024-10-28,33499.0,34010,충청남도 천안시,천안BIS
CAB285071680,농협안성물류단지,36.9688828,127.2496686,2024-10-28,34320.0,34010,충청남도 천안시,천안BIS
CAB285071681,안궁1리,36.9581798,127.1422508,2024-10-28,71681.0,34010,충청남도 천안시,천안BIS
CAB285071682,기로리 양달말,36.9126606,127.2414104,2024-10-28,71682.0,34010,충청남도 천안시,천안BIS
CAB285071683,기로리 양달말,36.912494,127.2414614,2024-10-28,71683.0,34010,충청남도 천안시,천안BIS
CAB285071684,성남면행정복지센터,36.7422966,127.2367185,2024-10-28,71684.0,34010,충청남도 천안시,천안BIS
CAB285071686,화물자동차매매단지,36.8027476,127.1675834,2024-10-28,71686.0,34010,충청남도 천안시,천안BIS
CAB285071687,화물자동차매매단지,36.8022884,127.1677759,2024-10-28,71687.0,34010,충청남도 천안시,천안BIS
CAB285071688,유량자동차매매단지,36.8076145,127.1720915,2024-10-28,71688.0,34010,충청남도 천안시,천안BIS
CAB285071689,유량자동차매매단지,36.8073945,127.1723895,2024-10-28,71689.0,34010,충청남도 천안시,천안BIS
CAB285071690,서흥1리경로당,36.8052843,127.2382765,2024-10-28,71690.0,34010,충청남도 천안시,천안BIS
CAB285071691,덕전리 점말,36.8198077,127.2169793,2024-10-28,71691.0,34010,충청남도 천안시,천안BIS
CAB285071692,덕전리 점말,36.8200287,127.2170457,2024-10-28,71692.0,34010,충청남도 천안시,천안BIS
CAB285071693,유왕골,36.836823,127.207709,2024-10-28,71693.0,34010,충청남도 천안시,천안BIS
CAB285071694,성남봉양진료소,36.7178785,127.2524114,2024-10-28,71694.0,34010,충청남도 천안시,천안BIS
CAB285071695,만유감리교회,36.7203582,127.2505558,2024-10-28,71695.0,34010,충청남도 천안시,천안BIS
CAB285071696,유왕골,36.8368088,127.2074399,2024-10-28,71696.0,34010,충청남도 천안시,천안BIS
CAB285071697,성성자이아파트후문,36.8440033,127.1243364,2024-10-28,71697.0,34010,충청남도 천안시,천안BIS
CAB285071698,성성푸르지오3차A,36.841451,127.126483,2024-10-28,71698.0,34010,충청남도 천안시,천안BIS
CAB285071699,성성푸르지오3차A,36.8416628,127.1268097,2024-10-28,71699.0,34010,충청남도 천안시,천안BIS
CAB285071700,유리교차로,36.9262832,127.2089836,2024-10-28,71700.0,34010,충청남도 천안시,천안BIS
CAB285071701,소우리 크레아타운,36.8718622,127.1628836,2024-10-28,71701.0,34010,충청남도 천안시,천안BIS
CAB285071702,소우리 크레아타운,36.8719704,127.1628831,2024-10-28,71702.0,34010,충청남도 천안시,천안BIS
CAB285071703,충남테크노파크 번영관,36.8884132,127.1601253,2024-10-28,71703.0,34010,충청남도 천안시,천안BIS
CAB285071704,가전1리경로당,36.7598687,127.2663015,2024-10-28,71704.0,34010,충청남도 천안시,천안BIS
CAB285071705,가전1리경로당,36.7598108,127.2666489,2024-10-28,71705.0,34010,충청남도 천안시,천안BIS
CAB285071706,동리교,36.78737,127.2373567,2024-10-28,71706.0,34010,충청남도 천안시,천안BIS
CAB285071707,동리교,36.7873427,127.2372279,2024-10-28,71707.0,34010,충청남도 천안시,천안BIS
CAB285071711,천안중앙교회,36.8406258,127.1507307,2024-10-28,71711.0,34010,충청남도 천안시,천안BIS
CAB285071712,정촌리(케이테크),36.8898898,127.1873642,2024-10-28,71712.0,34010,충청남도 천안시,천안BIS
CAB285071713,관성리 산에산삼,36.8078481,127.3289676,2024-10-28,71713.0,34010,충청남도 천안시,천안BIS
CAB285071714,포스코SPS,36.8988152,127.1468841,2024-10-28,71714.0,34010,충청남도 천안시,천안BIS
CAB285071715,포스코SPS,36.8987987,127.1473837,2024-10-28,71715.0,34010,충청남도 천안시,천안BIS
CAB285071716,성성레이크타운3차푸르지오A,36.8394081,127.1270404,2024-10-28,71716.0,34010,충청남도 천안시,천안BIS
CAB285071719,패션2광장,36.7937084,127.1069318,2024-10-28,0.0,34010,충청남도 천안시,천안BIS
CAB285071724,신부청광아파트,36.8216856,127.1521265,2024-10-28,71724.0,34010,충청남도 천안시,천안BIS
CAB285071732,삼일아파트,36.8747928,127.2019923,2024-10-28,71732.0,34010,충청남도 천안시,천안BIS
CAB285071733,백석대정문,36.8416132,127.1816569,2024-10-28,71733.0,34010,충청남도 천안시,천안BIS
CAB285071735,도원4리(경로당),36.78795,127.3193081,2024-10-28,71735.0,34010,충청남도 천안시,천안BIS
CAB285071736,도원4리(경로당),36.7877969,127.3193925,2024-10-28,71736.0,34010,충청남도 천안시,천안BIS
CAB285071737,직산메르디앙아파트,36.8830207,127.1547964,2024-10-28,71737.0,34010,충청남도 천안시,천안BIS
CAB285071738,직산메르디앙아파트,36.8820466,127.15461,2024-10-28,71738.0,34010,충청남도 천안시,천안BIS
CAB285071739,대흥1리 마을입구,36.7304135,127.2392588,2024-10-28,71739.0,34010,충청남도 천안시,천안BIS
CAB285071740,진천종합터미널,36.860411,127.4391004,2024-10-28,71740.0,34010,충청남도 천안시,천안BIS
CAB285071741,진천종합터미널,36.8605598,127.4391956,2024-10-28,71741.0,34010,충청남도 천안시,천안BIS
CAB285071742,도원4리,36.790435,127.3202661,2024-10-28,71742.0,34010,충청남도 천안시,천안BIS
CAB285071743,도원4리,36.7904392,127.3200308,2024-10-28,71743.0,34010,충청남도 천안시,천안BIS
CAB285071744,불당금호어울림,36.82234,127.1069782,2024-10-28,71744.0,34010,충청남도 천안시,천안BIS
CAB285071745,안서코아루,36.8301411,127.1850417,2024-10-28,71745.0,34010,충청남도 천안시,천안BIS
CAB285071746,안서코아루,36.8299428,127.1850257,2024-10-28,71746.0,34010,충청남도 천안시,천안BIS
CAB285071748,천안시청,36.8163709,127.1128435,2024-10-28,0.0,34010,충청남도 천안시,천안BIS
CAB285071749,천안시청,36.8161515,127.1161017,2024-10-28,0.0,34010,충청남도 천안시,천안BIS
CAB285071750,성월사입구,36.8993782,127.1504026,2024-10-28,71750.0,34010,충청남도 천안시,천안BIS
CAB285071751,성월사입구,36.8992112,127.1503135,2024-10-28,71751.0,34010,충청남도 천안시,천안BIS
CAB285071758,유리교차로,36.9261301,127.2086968,2024-10-28,71758.0,34010,충청남도 천안시,천안BIS
CAB285071759,성성푸르지오1차아파트,36.8417574,127.1340546,2024-10-28,71759.0,34010,충청남도 천안시,천안BIS
CAB285071760,율금1리 노인회관,36.898269,127.109075,2024-10-28,71760.0,34010,충청남도 천안시,천안BIS
CAB285071761,다나힐요양병원,36.886269,127.106919,2024-10-28,71761.0,34010,충청남도 천안시,천안BIS
CAB285071762,율금1리 노인회관,36.898222,127.108834,2024-10-28,71762.0,34010,충청남도 천안시,천안BIS
CAB285071763,수남리(수암),36.769336,127.383728,2024-10-28,71763.0,34010,충청남도 천안시,천안BIS
CAB285071764,수남리(수암),36.771424,127.381829,2024-10-28,71764.0,34010,충청남도 천안시,천안BIS
CAB285071765,한라동백2차아파트,36.785912,127.12939,2024-10-28,71765.0,34010,충청남도 천안시,천안BIS
CAB285071766,산동2리,36.835426,127.095155,2024-10-28,71766.0,34010,충청남도 천안시,천안BIS
CAB285071767,산동2리,36.834734,127.095305,2024-10-28,71767.0,34010,충청남도 천안시,천안BIS
CAB285071768,우방아이유셀아파트,36.818555,127.150558,2024-10-28,71768.0,34010,충청남도 천안시,천안BIS
CAB285071769,시청앞사거리,36.815946,127.110025,2024-10-28,71769.0,34010,충청남도 천안시,천안BIS
CAB285071770,초원마을그린타운아파트,36.786258,127.127808,2024-10-28,71770.0,34010,충청남도 천안시,천안BIS
CAB285071774,쌍용역(종합터미널방면),36.794114,127.121849,2024-10-28,71774.0,34010,충청남도 천안시,천안BIS
CAB285071775,쌍용역(방아다리공원방면),36.793798,127.120947,2024-10-28,71775.0,34010,충청남도 천안시,천안BIS
CAB285071778,이노골(죽계1리),36.796779,127.389565,2024-10-28,71778.0,34010,충청남도 천안시,천안BIS
CAB285071779,양령리(상령길),36.96623,127.151969,2024-10-28,71779.0,34010,충청남도 천안시,천안BIS
CAB285071780,직산역한화꿈에그린,36.87348,127.147533,2024-10-28,71780.0,34010,충청남도 천안시,천안BIS
CAB285071781,장산2리 경로당,36.73144,127.299737,2024-10-28,1781.0,34010,충청남도 천안시,천안BIS
CAB285071782,용원5리,36.757889,127.21697,2024-10-28,0.0,34010,충청남도 천안시,천안BIS
CAB285071783,용원5리,36.757558,127.217072,2024-10-28,0.0,34010,충청남도 천안시,천안BIS
CAB285071784,메가도매센터농산물도매시장,36.860448,127.151738,2024-10-28,71784.0,34010,충청남도 천안시,천안BIS
CAB285071785,한기대(두정),36.839204,127.144969,2024-10-28,71785.0,34010,충청남도 천안시,천안BIS
CAB285071786,부성1동행정복지센터,36.84278,127.151996,2024-10-28,71786.0,34010,충청남도 천안시,천안BIS
CAB285071788,목천읍 덕전리,36.818422,127.221111,2024-10-28,71788.0,34010,충청남도 천안시,천안BIS
CAB285071789,목천읍 덕전리,36.81831,127.221256,2024-10-28,71789.0,34010,충청남도 천안시,천안BIS
CAB285071790,매성리,36.814295,127.31641,2024-10-28,71790.0,34010,충청남도 천안시,천안BIS
CAB285071791,매성리,36.81429,127.316598,2024-10-28,71791.0,34010,충청남도 천안시,천안BIS
CAB285071792,탑원리,36.766377,127.320036,2024-10-28,71792.0,34010,충청남도 천안시,천안BIS
CAB285071793,탑원리,36.76633,127.320551,2024-10-28,71793.0,34010,충청남도 천안시,천안BIS
CAB285071794,목천읍 덕전리 유왕별서펜션,36.828122,127.212914,2024-10-28,71794.0,34010,충청남도 천안시,천안BIS
CAB285071795,목천읍 덕전리 유왕별서펜션,36.828053,127.21285,2024-10-28,71795.0,34010,충청남도 천안시,천안BIS
CAB285071796,성거읍 신월2리,36.871306,127.149196,2024-10-28,71796.0,34010,충청남도 천안시,천안BIS
CAB285071799,풍세면 남관리,36.750458,127.131482,2024-10-28,71799.0,34010,충청남도 천안시,천안BIS
CAB285071800,풍세면 남관리,36.750557,127.131536,2024-10-28,71800.0,34010,충청남도 천안시,천안BIS
CAB285071801,업성동 태양,36.853525,127.127287,2024-10-28,71801.0,34010,충청남도 천안시,천안BIS
CAB285071802,업성동 태양,36.853482,127.127389,2024-10-28,71802.0,34010,충청남도 천안시,천안BIS
CAB285071803,광덕면 차령고개,36.65413,127.125539,2024-10-28,71803.0,34010,충청남도 천안시,천안BIS
CAB285071804,광덕면 차령고개,36.65422,127.125399,2024-10-28,71804.0,34010,충청남도 천안시,천안BIS
